Brand,Buzz,Impression,Quality,Value,Reputation,Satisfaction,Recommend,Awareness,Attention,Ad Awareness,WOM Exposure,Consideration,Purchase Intent,Current Customer ,Former Customer,Date
Airbnb,5.9,15.5,13.4,18.0,14.6,16.3,17.6,66.2,8.4,16.7,14.2,20.1,2.5,8.4,15.9,2020-02-09
Airbnb,0.3,4.6,12.7,18.1,9.1,9.2,8.9,68.2,12.2,7.9,12.8,14.0,7.1,8.7,9.2,2020-02-10
Airbnb,9.9,13.0,17.4,19.8,14.7,11.2,24.3,52.5,9.9,7.9,9.4,20.9,12.3,5.8,8.5,2020-02-11
Airbnb,3.0,6.2,3.1,5.7,-3.0,8.6,4.8,56.7,18.8,7.3,17.7,14.5,7.8,8.0,6.2,2020-02-12
Airbnb,4.5,14.7,16.7,13.4,10.2,18.5,18.0,73.7,10.7,8.3,14.0,25.4,18.4,8.3,10.9,2020-02-13
Airbnb,-0.6,2.5,11.5,8.8,16.5,7.4,11.1,61.0,13.2,7.4,8.3,14.6,2.0,4.4,3.9,2020-02-14
Airbnb,6.0,10.9,7.1,12.3,6.5,8.8,10.1,66.0,12.3,6.3,10.2,13.8,8.6,7.8,4.2,2020-02-15
Airbnb,-2.9,4.8,-1.5,0.9,2.2,5.7,3.8,63.5,8.6,3.8,6.0,16.1,7.0,6.3,2.9,2020-02-16
Airbnb,9.3,34.4,11.9,22.7,13.1,22.4,25.7,68.3,21.9,14.7,13.3,32.0,17.0,12.2,10.2,2020-02-17
Airbnb,5.1,4.5,-0.1,8.4,1.6,6.1,1.8,65.6,13.6,7.7,11.2,14.2,6.1,6.1,2.8,2020-02-18
Airbnb,2.1,4.4,3.4,-2.1,3.5,7.5,2.2,59.0,14.2,10.5,13.5,16.3,5.7,3.0,7.5,2020-02-19
Airbnb,2.6,2.6,7.5,8.9,10.0,7.4,-2.3,66.3,17.4,11.9,8.6,13.0,1.9,3.3,6.3,2020-02-20
Airbnb,13.1,29.0,20.7,12.1,14.8,24.6,23.6,64.6,15.9,18.9,18.7,26.5,13.1,20.8,15.9,2020-02-21
Airbnb,3.1,7.0,-2.3,10.5,-2.1,8.8,4.9,70.1,9.8,12.3,10.2,15.3,4.9,7.0,9.4,2020-02-22
Airbnb,-6.5,9.2,1.5,10.5,3.0,7.1,4.2,66.5,11.5,7.8,19.1,20.6,8.9,10.2,9.2,2020-02-23
Airbnb,-4.2,-4.7,-1.3,12.9,2.0,6.4,1.1,67.6,15.0,13.6,14.9,16.4,6.6,5.3,2.4,2020-02-24
Airbnb,-0.7,0.2,3.9,11.5,-3.5,3.3,13.4,64.8,21.1,8.3,10.7,10.6,5.1,9.5,5.4,2020-02-25
Airbnb,-4.5,8.3,5.2,8.3,6.2,13.5,5.9,59.2,10.7,6.2,6.2,16.7,9.4,9.4,6.2,2020-02-26
Airbnb,4.4,7.5,10.5,5.6,14.8,10.9,4.6,66.8,13.6,5.7,5.6,18.6,8.9,7.0,15.6,2020-02-27
Airbnb,5.5,9.6,7.0,6.1,2.9,10.9,6.2,65.0,11.4,7.0,8.3,13.5,4.4,3.9,13.5,2020-02-28
Airbnb,7.4,14.1,12.9,15.4,15.2,18.6,11.6,62.8,19.6,11.5,13.3,31.6,9.1,13.4,10.8,2020-02-29
Airbnb,-1.7,9.4,7.6,8.6,3.2,11.7,12.8,65.1,22.4,8.6,13.7,22.1,15.2,5.4,11.2,2020-03-01
Airbnb,2.2,11.1,8.7,7.7,1.1,3.5,6.6,60.3,11.3,4.3,14.6,15.9,9.4,4.4,3.6,2020-03-02
Airbnb,-6.2,1.9,3.2,6.1,2.2,9.7,17.9,69.1,8.8,3.8,16.7,14.4,11.5,7.0,8.4,2020-03-03
Airbnb,11.0,11.4,12.9,10.9,14.4,18.4,15.6,60.2,18.9,6.3,13.0,22.4,9.4,9.8,10.3,2020-03-04
Airbnb,4.5,7.0,14.4,14.2,5.2,18.4,8.3,66.5,15.8,9.9,14.2,17.1,4.1,13.9,5.8,2020-03-05
Airbnb,6.2,1.1,-0.2,3.8,7.8,4.5,6.7,57.0,8.4,11.3,1.1,5.6,2.3,9.5,9.9,2020-03-06
Airbnb,7.7,0.5,-7.5,10.4,2.5,10.7,1.4,66.7,25.5,13.9,18.0,16.5,6.2,16.8,2.4,2020-03-07
Airbnb,3.8,4.8,4.8,8.8,3.1,5.8,9.7,49.8,15.4,8.5,15.4,13.4,8.8,6.8,5.7,2020-03-08
Airbnb,0.6,-9.7,2.4,-2.2,1.9,6.4,-7.0,50.2,6.0,3.4,9.3,19.2,1.4,7.8,5.7,2020-03-09
Airbnb,4.8,-5.0,-5.1,-4.7,-4.2,11.7,-0.8,52.5,13.3,18.9,10.6,9.0,6.0,10.3,1.4,2020-03-10
Airbnb,5.2,7.2,10.1,11.8,2.0,1.3,4.2,65.2,9.7,6.8,7.2,14.5,6.6,4.2,8.3,2020-03-11
Airbnb,4.4,5.0,5.9,5.9,4.0,12.7,4.0,59.7,18.6,5.1,13.3,13.4,7.3,10.5,7.1,2020-03-12
Airbnb,10.4,15.5,15.9,21.1,14.2,18.7,15.7,61.4,17.5,6.1,16.1,19.8,7.7,15.1,8.7,2020-03-13
Airbnb,-5.8,12.3,7.6,10.4,5.1,8.1,10.3,59.6,8.9,4.0,9.0,14.2,4.5,4.5,7.3,2020-03-14
Airbnb,-5.3,8.5,4.7,9.5,3.7,2.8,6.5,59.8,15.2,1.9,6.7,14.9,2.8,3.8,2.8,2020-03-15
Airbnb,5.9,6.4,-0.1,7.6,-0.5,10.2,7.3,60.9,11.5,3.7,5.3,13.3,4.2,9.2,9.7,2020-03-16
Airbnb,1.1,24.8,11.5,18.1,7.6,17.9,19.2,76.3,5.6,11.7,12.8,28.5,8.9,6.6,17.0,2020-03-17
Airbnb,11.1,14.8,14.4,19.4,12.2,16.3,14.1,64.1,19.9,13.7,14.7,24.0,13.8,8.6,13.4,2020-03-18
Airbnb,-4.7,14.4,9.6,17.1,5.6,11.7,17.8,69.6,19.9,17.3,15.8,28.8,11.6,14.4,10.9,2020-03-19
Airbnb,4.3,8.7,11.7,9.7,12.9,8.2,11.2,70.1,14.1,9.2,10.2,10.7,5.3,7.3,2.0,2020-03-20
Airbnb,1.1,8.5,5.0,9.3,15.0,10.8,6.9,66.5,10.2,4.5,6.1,19.2,8.9,9.1,4.1,2020-03-21
Airbnb,3.0,7.2,4.6,7.3,5.6,5.4,0.2,51.8,8.6,10.4,11.2,20.1,7.8,6.8,5.8,2020-03-22
Airbnb,-1.2,7.2,6.8,9.6,6.7,11.1,9.6,55.5,10.4,2.9,8.0,13.9,8.7,4.3,10.1,2020-03-23
Airbnb,4.1,7.1,4.1,12.4,11.5,8.1,9.8,66.7,21.9,3.7,12.1,17.3,4.9,3.6,18.8,2020-03-24
Airbnb,4.4,13.2,14.1,16.5,11.2,12.2,13.7,68.5,10.6,4.3,9.8,17.5,5.6,6.6,5.6,2020-03-25
Airbnb,5.5,16.3,13.5,15.3,7.3,20.6,7.8,58.6,10.1,11.7,16.3,21.8,16.7,18.3,4.6,2020-03-26
Airbnb,1.6,8.8,5.0,3.9,3.1,3.9,2.3,49.7,7.7,6.1,6.5,16.2,3.1,3.5,7.0,2020-03-27
Airbnb,-2.4,9.2,9.5,9.5,14.1,14.1,15.2,66.6,6.4,10.4,7.9,23.3,14.8,11.5,6.6,2020-03-28
Airbnb,-3.2,2.6,9.9,15.4,12.8,9.8,16.8,78.8,25.6,9.6,18.9,20.4,12.3,9.6,10.4,2020-03-29
Airbnb,-8.6,-0.2,3.4,3.1,-3.0,6.4,0.7,57.4,12.5,2.9,11.7,10.3,2.0,5.2,8.7,2020-03-30
Airbnb,2.0,10.4,14.7,18.9,15.7,10.4,7.6,62.9,8.4,2.1,4.3,18.9,7.4,7.4,14.6,2020-03-31
Airbnb,3.4,9.9,8.1,15.2,7.7,15.9,5.3,70.6,9.4,2.0,10.2,17.9,9.5,8.5,9.2,2020-04-01
Airbnb,5.4,13.2,15.7,15.1,8.9,16.0,11.7,59.3,10.4,6.8,9.0,22.9,9.4,12.6,6.7,2020-04-02
Airbnb,-4.2,6.2,5.3,13.3,7.2,12.1,8.6,70.4,7.0,5.6,8.9,19.8,11.9,7.0,10.9,2020-04-03
Airbnb,2.2,-6.0,6.2,-1.0,-0.8,8.5,-0.3,57.5,15.2,10.0,9.4,9.8,6.7,7.5,8.1,2020-04-04
Airbnb,-4.2,-1.1,5.2,9.5,8.0,12.7,2.7,59.5,13.2,12.9,6.4,17.8,7.9,2.9,9.8,2020-04-05
Airbnb,-1.9,9.7,13.5,15.4,12.8,18.2,19.4,64.9,11.2,5.8,11.6,16.7,13.5,9.8,13.9,2020-04-06
Airbnb,-5.9,5.3,3.9,8.1,12.9,8.3,6.9,65.2,9.5,2.4,7.0,15.7,8.9,5.9,8.2,2020-04-07
Airbnb,-1.0,-0.8,5.4,9.8,13.0,6.3,7.2,59.1,9.7,6.1,6.2,11.6,6.3,2.7,4.5,2020-04-08
Airbnb,2.5,-7.2,-0.9,0.4,5.2,4.6,1.3,68.5,11.6,6.4,5.8,16.4,5.8,5.8,4.8,2020-04-09
Airbnb,0.6,8.1,8.7,10.7,6.0,14.6,12.1,60.0,11.2,5.0,6.2,18.5,9.7,7.3,7.3,2020-04-10
Airbnb,-10.8,-9.9,-7.7,-1.5,-5.0,4.5,-7.4,60.2,19.7,3.0,9.6,10.4,3.0,1.5,8.9,2020-04-11
Airbnb,-4.4,3.9,6.7,12.4,4.6,8.8,6.0,75.2,10.4,6.4,8.4,22.3,5.8,8.8,10.5,2020-04-12
Airbnb,-1.0,7.3,4.0,2.8,9.7,3.0,7.6,72.4,7.3,8.6,9.5,17.7,5.2,4.1,10.6,2020-04-13
Airbnb,3.5,13.6,5.4,9.4,8.1,18.9,10.6,70.3,18.3,8.4,11.9,24.3,9.9,9.1,12.8,2020-04-14
Airbnb,-2.0,13.7,3.0,6.9,8.5,13.4,11.4,69.8,17.3,2.8,9.6,23.8,16.6,15.3,8.5,2020-04-15
Airbnb,-7.5,6.6,11.2,8.2,14.5,2.1,5.5,69.8,16.9,9.8,9.9,19.4,7.4,8.7,9.2,2020-04-16
Airbnb,4.6,16.0,10.6,17.0,18.1,13.5,13.9,72.2,15.2,9.5,9.1,21.7,8.1,12.6,5.7,2020-04-17
Airbnb,-0.5,7.5,8.6,12.5,9.4,14.5,10.1,56.2,6.3,2.8,1.8,18.7,5.0,9.8,4.7,2020-04-18
Airbnb,-7.0,9.2,6.4,11.8,1.6,13.4,7.2,55.9,12.9,8.5,4.6,18.0,5.7,7.8,10.1,2020-04-19
Airbnb,6.9,18.0,10.7,28.7,14.2,19.9,19.3,70.5,14.2,11.3,14.2,21.8,8.7,17.3,5.7,2020-04-20
Airbnb,-1.2,8.8,9.1,13.5,13.1,10.4,3.2,70.9,15.9,11.5,15.9,19.4,8.8,9.0,7.4,2020-04-21
Airbnb,-3.8,3.6,3.5,5.7,1.4,5.8,9.5,60.4,8.4,8.4,1.2,17.7,7.1,3.5,3.5,2020-04-22
Airbnb,0.7,13.4,10.5,12.5,14.0,17.7,21.0,67.5,15.0,7.8,5.8,21.0,9.6,11.6,9.9,2020-04-23
Airbnb,1.2,18.0,18.0,20.0,22.0,12.2,15.2,71.3,11.8,8.8,12.1,24.4,16.0,8.8,6.8,2020-04-24
Airbnb,4.5,2.3,11.3,14.2,0.4,9.8,-2.0,55.3,17.6,7.6,5.9,15.8,8.8,5.9,6.2,2020-04-25
Airbnb,8.2,6.8,5.6,7.1,3.8,6.2,6.8,60.4,10.5,8.9,9.0,11.3,9.1,7.1,4.3,2020-04-26
Airbnb,11.0,2.4,13.5,11.8,7.8,14.6,6.2,60.9,19.5,7.6,12.7,18.3,12.2,13.3,3.8,2020-04-27
Airbnb,-3.4,20.9,20.5,16.1,1.3,13.9,18.6,66.2,9.2,11.5,11.5,25.3,16.2,4.3,11.0,2020-04-28
Airbnb,2.1,6.7,-4.1,8.0,2.1,6.4,3.1,61.5,8.5,3.2,8.9,14.9,11.6,15.8,4.4,2020-04-29
Airbnb,1.7,3.8,3.8,2.7,6.5,6.7,6.5,50.7,10.6,3.5,5.8,10.0,5.6,3.3,4.4,2020-04-30
Airbnb,1.9,5.1,12.0,11.6,9.7,14.7,10.5,65.4,14.5,3.9,8.8,21.7,9.1,9.9,7.2,2020-05-01
Airbnb,-1.4,15.2,15.6,19.3,10.4,15.1,16.7,56.7,8.9,1.0,3.1,14.4,5.8,3.4,18.9,2020-05-02
Airbnb,1.0,-0.7,1.3,12.6,10.1,7.0,3.1,69.8,12.4,5.7,5.7,16.5,9.8,13.6,6.7,2020-05-03
Airbnb,7.7,4.3,0.0,3.9,7.7,9.5,13.5,71.8,14.4,9.3,13.2,23.1,6.4,7.6,14.9,2020-05-04
Airbnb,-3.9,12.0,7.3,18.2,9.3,15.1,12.8,68.6,16.2,8.5,13.9,25.6,15.5,16.2,1.2,2020-05-05
Airbnb,1.9,10.4,11.1,19.8,5.8,13.7,21.7,59.8,6.8,0.0,5.6,23.3,5.6,8.1,14.4,2020-05-06
Airbnb,2.6,15.5,13.7,8.4,7.9,7.1,21.4,61.0,14.3,13.0,9.7,19.4,10.4,7.1,5.1,2020-05-07
Airbnb,-4.8,2.6,3.1,8.5,5.3,5.0,3.2,70.3,8.5,6.2,8.4,15.5,9.5,7.2,15.5,2020-05-08
Airbnb,-2.2,14.9,15.4,21.0,19.4,22.2,22.4,78.9,23.0,12.0,18.5,20.9,5.0,3.5,18.8,2020-05-09
Airbnb,4.5,11.0,10.9,16.6,14.3,16.4,8.6,67.7,15.4,5.5,14.3,22.9,13.2,15.4,4.3,2020-05-10
Airbnb,1.2,9.8,6.9,11.1,10.4,8.6,14.8,58.0,14.2,2.1,11.7,13.6,3.8,4.0,9.6,2020-05-11
Airbnb,5.5,10.5,13.1,-2.0,8.8,14.3,10.5,63.5,16.5,6.9,13.0,24.0,3.6,11.4,8.4,2020-05-12
Airbnb,-5.3,5.2,9.2,16.7,-0.6,4.8,10.5,69.5,12.7,3.8,10.1,19.1,9.0,7.6,13.6,2020-05-13
Airbnb,1.4,10.9,6.8,-0.7,9.8,12.6,4.3,65.5,12.5,3.1,8.0,15.2,5.5,7.5,9.0,2020-05-14
Airbnb,4.0,5.4,2.6,5.2,4.0,5.5,15.4,71.0,17.0,7.9,5.5,12.5,7.6,11.7,3.1,2020-05-15
Airbnb,3.4,13.4,15.6,9.7,12.6,12.8,1.8,59.9,12.4,6.4,9.7,16.0,8.3,9.2,7.4,2020-05-16
Airbnb,2.6,4.3,2.8,1.1,-2.2,7.0,3.1,54.9,10.8,1.0,4.4,6.0,3.2,1.9,6.0,2020-05-17
Airbnb,3.9,13.4,11.6,10.6,7.4,12.5,10.9,57.7,12.9,8.1,5.5,19.0,11.5,5.9,14.0,2020-05-18
Airbnb,0.6,17.0,12.8,11.0,10.1,12.5,13.4,69.8,13.5,13.5,10.0,20.7,11.9,18.0,12.4,2020-05-19
Airbnb,6.7,15.5,14.3,11.7,18.3,16.5,19.1,69.6,16.2,9.1,21.7,26.4,8.6,9.1,12.8,2020-05-20
Airbnb,3.2,15.5,12.7,19.6,8.4,16.6,14.1,58.5,9.0,10.7,12.2,16.1,12.9,12.3,6.6,2020-05-21
Airbnb,3.5,4.1,16.0,13.5,13.5,17.8,11.3,66.2,15.5,14.1,11.0,12.4,5.9,15.2,9.4,2020-05-22
Airbnb,-2.2,6.0,3.1,-1.6,-0.1,15.2,4.1,66.0,21.3,2.1,14.0,15.3,12.3,8.8,10.3,2020-05-23
Airbnb,2.6,2.6,6.5,10.3,9.0,2.6,0.2,68.8,15.0,7.6,16.5,15.1,5.1,2.5,7.6,2020-05-24
Airbnb,-4.4,9.0,9.0,14.7,12.5,18.1,16.1,68.2,16.7,7.6,15.5,22.5,8.1,9.3,11.1,2020-05-25
Airbnb,0.1,-3.5,-0.2,17.9,5.8,8.1,7.1,69.4,16.5,3.5,5.8,23.6,8.2,8.3,11.8,2020-05-26
Airbnb,3.5,18.7,9.7,23.7,15.6,11.6,16.2,69.5,20.7,5.6,19.9,29.7,16.8,15.7,7.5,2020-05-27
Airbnb,1.3,9.5,7.7,9.1,2.6,6.1,11.7,61.4,10.1,4.4,4.4,11.0,5.2,4.8,7.0,2020-05-28
Airbnb,-1.4,16.3,15.4,12.0,7.9,19.1,17.2,66.0,20.1,7.0,8.9,19.1,7.9,8.4,13.9,2020-05-29
Airbnb,-5.6,-4.6,-4.0,-4.8,-0.4,2.4,-6.2,59.6,9.2,8.3,8.1,13.8,5.9,4.1,4.0,2020-05-30
Airbnb,6.7,19.1,22.1,18.2,15.1,13.6,22.4,58.8,10.5,7.9,11.1,15.9,9.2,10.2,12.5,2020-05-31
Airbnb,0.7,3.3,6.6,5.2,7.1,6.6,10.9,53.2,6.8,3.0,4.5,12.5,7.4,3.0,7.3,2020-06-01
Airbnb,6.3,16.8,20.3,16.4,5.8,16.8,13.8,61.9,8.4,6.3,3.2,24.3,12.5,11.4,6.4,2020-06-02
Airbnb,6.4,28.1,22.2,14.8,18.9,25.1,29.4,65.1,11.5,14.0,18.5,27.2,10.7,18.6,9.2,2020-06-03
Airbnb,-4.0,7.4,4.8,4.5,6.1,11.9,1.4,65.0,13.8,1.1,9.3,13.4,9.9,5.7,9.7,2020-06-04
Airbnb,-0.6,14.7,17.5,9.4,9.6,9.0,17.8,60.9,6.9,5.9,4.2,19.1,11.1,5.3,18.2,2020-06-05
Airbnb,18.4,25.3,22.2,18.9,16.9,18.2,17.9,75.1,22.8,6.7,14.1,19.5,10.9,9.6,10.5,2020-06-06
Airbnb,-4.9,0.7,3.9,-0.9,4.1,11.1,6.6,58.0,12.3,4.8,5.7,12.1,4.4,4.7,11.3,2020-06-07
Airbnb,8.5,25.2,8.5,24.0,11.7,14.3,29.2,66.9,10.4,6.3,10.4,27.1,10.9,3.9,15.3,2020-06-08
Airbnb,6.2,11.0,9.2,9.0,8.3,11.0,10.8,66.2,12.5,4.0,9.0,21.1,9.0,6.2,8.0,2020-06-09
Airbnb,-1.5,13.9,9.9,14.9,14.8,14.7,9.9,70.4,20.9,7.6,17.0,30.2,14.7,11.6,10.1,2020-06-10
Airbnb,0.3,15.4,9.8,13.5,8.8,7.4,11.5,74.6,17.1,5.1,13.5,18.8,7.7,3.9,8.0,2020-06-11
Airbnb,8.0,12.2,16.6,10.8,4.7,8.7,19.1,70.0,8.0,8.6,14.2,20.2,7.6,6.8,5.3,2020-06-12
Airbnb,-3.4,7.3,12.5,15.3,16.6,10.7,19.3,53.5,11.2,6.0,9.4,15.3,12.0,9.4,5.2,2020-06-13
Airbnb,-2.8,9.8,9.9,10.3,9.2,10.1,10.4,62.6,14.1,7.7,12.7,18.9,16.8,10.9,4.1,2020-06-14
Airbnb,6.4,12.8,13.4,21.9,17.6,10.5,11.5,63.2,10.2,2.9,9.2,19.2,10.5,8.3,8.0,2020-06-15
Airbnb,-0.9,3.5,0.7,-0.1,4.4,7.2,6.2,60.2,6.6,5.5,6.6,12.3,3.3,6.2,11.3,2020-06-16
Airbnb,2.8,24.6,20.1,15.9,18.5,15.8,22.0,60.2,7.3,9.9,15.5,22.9,12.7,11.0,4.8,2020-06-17
Airbnb,2.6,16.2,17.4,10.9,8.9,19.7,22.7,68.5,12.9,7.4,17.3,16.4,11.8,4.4,21.9,2020-06-18
Airbnb,-1.7,6.7,-0.1,11.9,12.8,5.0,4.8,42.6,4.3,2.6,8.2,8.0,5.0,3.6,10.2,2020-06-19
Airbnb,6.5,5.6,7.0,11.4,6.3,10.3,8.6,64.0,17.4,6.6,12.8,9.6,6.3,7.3,7.8,2020-06-20
Airbnb,2.8,13.2,13.2,14.6,10.0,4.3,10.4,43.1,8.5,7.1,10.4,16.1,1.4,4.3,5.7,2020-06-21
Airbnb,-0.8,3.1,4.4,9.4,9.4,8.2,0.5,61.8,17.0,3.1,5.6,13.3,9.4,3.1,7.7,2020-06-22
Airbnb,-3.0,19.4,12.1,24.4,8.2,14.4,16.1,73.9,13.0,12.6,15.3,36.7,18.1,7.6,8.5,2020-06-23
Airbnb,-2.3,15.4,13.8,15.1,15.6,15.7,17.7,59.8,16.3,10.7,9.1,20.7,11.6,6.7,12.0,2020-06-24
Airbnb,-4.3,1.6,4.9,10.9,8.6,10.8,10.7,68.4,6.4,4.9,11.3,25.3,11.0,8.1,15.3,2020-06-25
Airbnb,13.2,14.5,12.8,10.2,6.4,4.7,15.5,65.2,13.2,7.9,11.6,23.4,10.1,3.7,3.1,2020-06-26
Airbnb,5.4,19.5,15.6,15.7,15.6,16.9,13.2,49.4,5.4,3.9,13.0,17.8,9.6,8.4,12.0,2020-06-27
Airbnb,4.4,1.6,3.8,5.8,7.8,10.8,8.7,56.0,15.4,6.2,11.2,11.3,4.6,8.1,6.7,2020-06-28
Airbnb,0.0,10.5,6.7,6.7,2.5,10.5,13.0,61.6,2.5,2.5,11.6,19.4,11.7,6.5,7.8,2020-06-29
Airbnb,-2.1,7.2,7.2,13.5,13.5,13.5,9.3,76.2,11.3,5.9,11.7,19.1,14.1,12.3,3.8,2020-06-30
Airbnb,0.7,4.3,9.6,6.7,8.0,8.7,12.3,75.7,10.2,8.6,11.4,17.1,5.5,9.9,7.0,2020-07-01
Airbnb,9.8,20.2,10.9,17.6,9.7,16.3,19.0,60.8,20.3,4.1,17.8,16.3,12.3,13.7,10.6,2020-07-02
Airbnb,1.0,-0.6,4.0,15.2,3.4,8.0,1.9,62.8,14.2,2.4,14.0,16.0,7.6,4.0,10.6,2020-07-03
Airbnb,0.5,11.2,11.0,9.5,-0.4,9.1,13.3,69.0,19.9,3.5,18.6,22.2,6.0,14.1,10.8,2020-07-04
Airbnb,1.3,9.3,11.8,13.6,11.1,14.7,14.4,56.7,5.1,8.5,12.8,14.7,10.4,10.2,5.9,2020-07-05
Airbnb,13.8,24.1,24.1,23.4,15.3,21.1,24.8,70.0,22.5,12.3,12.9,26.2,19.7,13.2,13.1,2020-07-06
Airbnb,-1.4,11.7,0.6,9.7,8.5,11.6,5.6,58.8,11.7,11.7,16.4,17.8,10.7,5.9,9.8,2020-07-07
Airbnb,5.7,5.4,9.9,8.4,8.6,11.6,8.3,64.5,9.9,4.5,12.7,15.4,4.2,8.1,6.6,2020-07-08
Airbnb,4.5,14.4,13.0,10.9,9.1,7.7,9.8,66.7,12.9,7.7,11.9,23.8,17.2,5.6,7.7,2020-07-09
Airbnb,5.0,9.5,6.4,11.7,4.7,11.0,8.9,57.5,15.3,9.8,9.8,18.3,4.2,9.5,9.4,2020-07-10
Airbnb,3.5,12.7,5.0,19.4,12.8,14.5,16.8,73.3,7.1,9.4,13.1,26.2,12.7,11.1,8.9,2020-07-11
Airbnb,-2.5,16.3,13.1,9.1,10.6,8.0,10.6,68.4,11.2,4.7,9.4,19.6,4.7,8.0,6.9,2020-07-12
Airbnb,1.6,3.6,3.7,8.8,6.1,7.2,7.0,66.2,9.0,5.4,7.2,10.7,4.4,2.8,11.9,2020-07-13
Airbnb,-0.8,12.0,7.1,10.9,9.8,11.6,10.9,53.6,20.3,13.1,14.3,16.5,3.4,4.5,11.6,2020-07-14
Airbnb,2.8,-1.7,-1.3,2.9,8.2,5.6,1.2,70.2,14.2,8.6,5.2,7.1,1.0,1.0,9.4,2020-07-15
Airbnb,0.1,8.1,12.6,11.0,3.4,9.3,9.9,56.1,10.6,6.6,7.6,16.2,7.1,7.3,5.4,2020-07-16
Airbnb,1.2,5.3,8.0,10.8,4.1,3.0,1.8,71.8,14.4,8.9,13.8,22.7,10.8,10.3,7.8,2020-07-17
Airbnb,0.6,10.2,7.0,13.4,6.0,10.0,12.9,62.4,7.0,1.1,4.3,15.2,8.8,1.1,12.2,2020-07-18
Airbnb,3.1,6.5,0.6,13.8,13.5,5.2,2.8,64.9,13.1,10.4,10.1,9.0,6.0,4.1,2.1,2020-07-19
Airbnb,4.1,17.7,9.4,11.3,6.3,18.4,16.8,63.5,13.2,12.7,10.1,19.2,14.1,10.7,10.9,2020-07-20
Airbnb,1.5,12.0,13.6,19.1,16.1,18.7,15.9,63.1,13.0,6.9,10.5,21.5,11.9,3.2,16.6,2020-07-21
Airbnb,3.7,-5.1,1.9,10.4,5.5,4.4,-2.6,57.3,9.6,2.6,4.7,8.7,2.3,5.6,1.3,2020-07-22
Airbnb,-4.4,4.1,10.1,14.4,-2.1,4.4,10.1,48.9,11.5,1.1,10.9,16.7,9.3,3.1,12.9,2020-07-23
Airbnb,1.0,0.0,-1.0,3.3,0.2,13.1,1.6,59.0,15.8,8.2,11.1,13.1,8.9,9.9,9.0,2020-07-24
Airbnb,-0.9,12.2,4.9,13.9,10.7,10.0,16.4,63.7,7.5,4.7,5.6,19.4,9.0,8.2,2.7,2020-07-25
Airbnb,-1.2,9.8,14.8,16.2,16.2,8.8,4.0,66.7,15.2,4.7,11.4,20.5,5.7,7.3,10.1,2020-07-26
Airbnb,0.8,12.3,9.6,9.3,8.5,5.9,3.5,70.6,14.4,11.7,8.1,12.9,5.8,3.4,9.9,2020-07-27
Airbnb,-3.3,3.7,0.8,3.8,-2.7,6.5,-2.1,63.4,17.9,1.5,11.7,8.0,2.9,4.4,8.0,2020-07-28
Airbnb,0.0,-4.8,-12.3,12.5,-1.7,9.4,-4.0,84.1,14.3,12.7,6.5,19.1,5.4,3.3,9.4,2020-07-29
Airbnb,-1.9,8.1,18.1,21.4,13.9,12.2,20.1,63.7,14.1,6.1,12.1,20.1,8.0,6.1,13.9,2020-07-30
Airbnb,6.4,19.4,19.1,27.2,13.3,16.8,23.3,72.8,15.9,12.9,21.7,29.4,17.9,10.4,9.4,2020-07-31
Airbnb,1.4,1.8,2.7,4.8,6.7,1.1,2.7,55.8,7.8,5.5,6.5,6.5,2.3,4.6,4.2,2020-08-01
Airbnb,8.8,20.2,17.3,19.1,14.6,8.0,17.3,69.4,12.4,3.6,8.9,24.3,3.6,1.8,16.2,2020-08-02
Airbnb,-1.6,12.5,12.1,10.5,7.0,8.8,8.7,54.8,15.0,3.0,12.7,16.7,7.4,3.9,6.5,2020-08-03
Airbnb,9.7,17.5,15.0,5.6,20.3,12.6,15.8,54.1,9.7,10.1,13.7,21.1,12.1,8.9,6.6,2020-08-04
Airbnb,-1.1,0.6,-1.3,6.9,2.0,7.2,-0.1,66.9,3.2,0.0,4.5,19.2,10.5,6.6,7.0,2020-08-05
Airbnb,6.3,11.2,-2.7,5.5,-3.4,19.5,16.0,67.2,15.5,9.6,7.6,21.1,6.1,8.4,14.1,2020-08-06
Airbnb,4.0,1.1,-0.2,2.3,5.2,2.3,0.0,55.9,18.3,7.4,8.3,9.4,6.2,8.4,1.2,2020-08-07
Airbnb,-8.1,-1.8,2.0,4.1,10.1,12.8,1.2,66.0,15.9,3.1,7.0,16.9,7.8,9.7,7.2,2020-08-08
Airbnb,-3.1,-1.0,-8.3,0.6,2.9,1.0,-5.4,66.2,8.0,1.6,6.6,8.5,4.9,4.8,7.8,2020-08-09
Airbnb,11.9,21.9,10.0,16.6,13.9,17.5,17.0,68.1,20.7,7.8,24.1,28.3,18.0,15.6,12.8,2020-08-10
Airbnb,6.9,21.3,19.9,19.5,21.2,15.2,17.2,68.2,11.7,14.7,11.7,18.6,12.9,10.5,7.2,2020-08-11
Airbnb,6.4,16.8,19.3,20.5,23.3,13.6,26.8,70.2,8.4,1.0,14.2,23.1,7.9,9.3,7.7,2020-08-12
Airbnb,-6.9,16.7,4.4,14.1,13.1,7.4,16.7,62.9,13.5,4.4,8.0,17.6,8.7,3.3,7.1,2020-08-13
Airbnb,11.3,13.3,18.9,14.6,10.0,13.3,13.3,63.3,15.5,14.4,14.8,17.3,14.2,11.8,5.7,2020-08-14
