Brand;Buzz;Impression;Quality;Value;Reputation;Satisfaction;Recommend;Awareness;Attention;Ad Awareness;WOM Exposure;Consideration;Purchase Intent;Current Customer ;Former Customer
Airbnb;8.9;22.4;10.2;21.5;10.1;19.1;20.3;67;17.9;7.6;9.4;24.7;15.7;11;14.9
Airbnb;-7;7.7;10.3;9.1;-3.3;19.2;13.3;71.2;14.8;19.8;10.9;20.4;9;9.9;16.8
Airbnb;15.3;12.5;5.7;8.8;8.8;12.5;9.3;72;15.3;8.8;8.2;14.6;10.4;9.3;7.4
Airbnb;2.2;14.1;8;8;11.4;13.6;10.7;67.6;8;6.3;11.7;16.2;8.8;8.8;6.8
Airbnb;18.3;17.2;21;20.7;21.6;12.7;22;63.2;18.3;16.8;16.3;23.1;13.5;7.1;8
Airbnb;2.2;9.7;5.6;12.1;8;13.3;7.3;57.4;12.2;1.7;12.5;13.3;8;8.3;7.5
Airbnb;7.6;10.7;9.7;5.8;-2.8;12.3;12.3;67.9;13.9;8.9;4.2;18.2;8.8;5.3;8
Airbnb;-1;19.9;9.3;20.7;18.5;17.1;15.6;68.8;14.1;6.8;7.8;28.9;9.8;9.8;16.7
Airbnb;-4.7;10.8;6.5;7.7;1.5;8.8;8.8;57.9;14.4;6.2;9.1;15;7.2;2.9;10.8
Airbnb;1.6;5.6;9.6;12;4.8;11.2;14;60.9;11.1;8.7;15.5;17.2;7.7;6.5;7.1
Airbnb;5.5;8.7;6.1;11.9;10.4;12.1;7.8;61.4;14.1;3.6;11.7;19.6;11.2;8.8;6.9
Airbnb;10.8;10.3;5.7;13;6.1;5.4;7.7;54.3;17.8;11.9;15.5;17.6;6.9;7.3;10.5
Airbnb;2.3;8.1;8;5.6;11.1;8.9;10.2;67.1;12.9;9.2;5.3;19.5;8.9;10.1;3.2
Airbnb;2.8;15.4;14.1;16.7;9.5;14.9;22.6;59.9;12;10.6;5.5;21;9.8;8.8;10
Airbnb;0.8;8.8;13.9;19.8;13.9;18;16.2;56.8;20.4;4.7;19.5;22.1;15.1;5.9;14.5
Airbnb;8.8;12;11.6;18.9;4;16.8;24.1;74.1;13.4;8.5;14.7;23.8;18.6;13.6;10.5
Airbnb;2.5;21.1;12.6;8;10.4;9.4;13.5;73.8;14.7;7.7;8.4;22;5.7;3.9;16
Airbnb;4;12.6;9;14.1;11.7;11.6;19;81.3;13.2;9.4;12.4;23.3;13;5.1;8.6
Airbnb;9.7;27;20;20.7;21.2;21.9;33.5;69.1;18.1;19.3;11.6;25.3;22.1;6.3;24.8
Airbnb;16.4;31.5;18.3;21.5;15.3;35.4;25.4;75.2;24.8;23.1;22;36.2;19.1;26.1;15
Airbnb;9.7;8.6;10;11.1;8.6;11.8;14.2;65.3;13.4;10.4;9.5;17.8;4.2;12.1;10.1
Airbnb;5.1;3.2;10.4;4.4;9.2;8.1;10.4;77.3;7.5;6;6;9.6;2.4;3.6;10.5
Airbnb;7.9;10.5;14.4;14.8;5.4;13.5;11.8;65.7;13.1;1.3;9;18.5;8;6.7;15.7
Airbnb;-0.2;2.6;5.6;-1.5;5.1;8.6;2.4;59.5;14.1;1;7.9;6;4;8.7;1.8
Airbnb;6.5;3.6;5.6;7.2;2.8;17.1;11.1;68.3;14.1;12.6;13.3;16.9;10;3.4;18.4
Airbnb;13.3;22.6;18.9;12.6;21.6;15;15.5;70.9;18.2;14.1;7.6;22.2;10.9;12.5;7.5
Airbnb;7.5;15.4;13.4;15.6;7.9;13.5;18.6;64.7;9.7;6.2;7.3;22.1;14.8;5.1;10.5
Airbnb;9.6;19.1;19.2;15.8;16.7;11.3;9.9;67.8;11.3;9.6;13;19.7;8.3;1.7;17.2
Airbnb;8.8;14.7;19.7;17.1;7.8;11.3;19.7;67.4;10.8;9.6;6.8;17.9;8.8;8;5.2
Airbnb;8.1;9.4;6.6;1.3;4.4;9.7;5.3;61.8;10.6;2.6;3.6;17.6;3.6;3.6;12.2
Airbnb;5.8;18.4;15.8;15;7.3;16.7;16.5;59.3;15.4;2.5;13.7;18.7;10.6;7.8;10.6
Airbnb;9.4;11;14.5;11.4;3;19.8;14;65.2;14.3;11.4;13.9;15.2;11;7.1;17.8
Airbnb;2.8;9.4;-1.6;11.7;3.1;14.5;13.2;65.2;11.9;8.8;11.8;23.8;10.5;8.6;19.8
Airbnb;1.8;0.3;10;17.1;5.6;18.3;2.8;80.1;21.3;10.3;15.3;20.3;9.2;9.2;13.8
Airbnb;5.8;13.4;3.2;13.3;-0.2;7.3;4;73.1;9.5;2.8;4.7;15.2;8.1;6.3;12
Airbnb;9.6;23.2;8.7;24.7;10.6;25.4;28.3;68;17;13.6;16;24.3;18.8;15;18.2
Airbnb;8.3;16.3;2.9;21.5;2.5;8;11.3;64.5;15.2;12;5.2;19.4;8.7;12.5;8
Airbnb;8.1;18.9;11.4;18;13.9;18.2;11;76.4;10.4;7;12.2;29.2;12.8;2.3;23.5
Airbnb;4.6;7.8;6.5;6.2;8.7;2.1;4.3;57.8;14.4;7.2;11.4;11.8;6.2;1.1;7.5
Airbnb;5.4;-1.6;-7.6;-4.9;-2.5;1.2;-1.3;54;8.8;2.4;5.3;9.9;1.2;1.2;3.6
Airbnb;-0.1;4.1;7.3;12.3;9.8;11;17.3;63.2;6.2;10.4;7.8;16.2;7.8;6.2;6.8
Airbnb;-0.4;4.8;3.5;6.5;-2.3;8.8;7.8;64.7;10.9;6.4;6.4;12.1;7.5;7.7;2.3
Airbnb;6.4;11.6;11.2;12.6;11.5;11.6;10.2;61.1;11.7;7.2;6.7;16.4;5.5;0;24.3
Airbnb;4.9;18.2;19.9;9.6;14;6.2;6.4;65.3;11.8;4.8;8.3;16.4;9.1;3.8;4.5
Airbnb;7.4;11.8;11.8;15;15.8;10.4;12.7;54.4;14.5;6.9;11.4;20.8;8.9;6.6;6.6
Airbnb;-2.7;8;-2.6;9.5;11.7;8.5;3.4;67.3;4.9;3.3;9.1;15.7;2.2;2.2;11.8
Airbnb;-0.9;5.6;7;5.9;10.5;6.4;6.5;59.9;8.3;6.1;5.5;9.4;5;3.3;6.8
Airbnb;5.1;24.9;22.2;24.2;12.2;18.6;21.3;67.1;13.5;2.5;14.9;35.5;17.9;11.3;13.6
Airbnb;-4.4;12;15.3;15.9;10;17.9;18;75.8;23.4;14.3;9.5;30.6;19.1;12.5;12.8
Airbnb;-2.2;10.8;11.3;11.3;13;14.6;10.7;60.9;17;3.8;8.7;21.1;9.2;2.2;14.6
Airbnb;6.4;13.1;5.4;3.7;10.3;17.4;13.4;69;16.5;8.3;6.6;25.3;6.5;9.1;13.3
Airbnb;6.2;9.9;3.9;13.9;9.5;6.7;8.7;67.9;17.7;7.1;9.2;20.2;7.1;3.8;11.9
Airbnb;12.4;14.1;12;22.9;6.7;4.4;14.5;67.8;20;10;19.3;31.1;9.8;8.4;15.3
Airbnb;5.6;19.4;2.5;10.8;15.7;11.9;13.6;75.2;13.3;4.9;8.4;18.1;7.2;5.2;19.7
Airbnb;5.4;16;10.9;10.7;5.8;12.6;16.2;68.7;20.2;10.4;13.8;16.7;7.8;8.4;6.4
Airbnb;6.8;26.6;14.3;20.2;22.5;20;26.6;68;15.1;13.9;8;24.1;19.9;9.1;12.6
Airbnb;9.8;5.6;-2.8;2.3;12.1;5.8;8.5;62.4;17.2;7.2;18.8;15.8;5.1;6.9;10.5
Airbnb;3.8;7.3;14.8;5.8;12;7.1;6.6;65.4;20.2;15;15.7;18.1;11.9;7.1;2
Airbnb;-2.5;10.4;2.8;17.3;5.1;8.5;5.9;67.1;13.5;8.2;7.4;16.4;9.8;5.9;13
Airbnb;2;2.5;5.1;6.6;6.6;9.5;6.8;68.8;17.8;6.7;9.7;15.9;6;2.9;11.9
Airbnb;6.6;-2.1;-0.8;-2.8;-3.1;9.2;-2;71;19.4;13.7;13;20.8;5.8;4.2;20.4
Airbnb;14.8;-2.1;-1.8;0.6;5.2;7.9;5.4;80.1;21;5.8;10.4;17.9;5.7;2.1;13.4
Airbnb;10.2;16.4;11.2;18.7;12.4;15.8;15.8;69.4;12.4;13.6;15.7;12.4;9.1;12.4;9.6
Airbnb;5.5;16.3;18;17.3;17.5;13.5;20.1;73.8;10;14.5;15.7;17.8;10.3;6.8;9
Airbnb;14.1;8.1;17.2;14.2;13.9;7.4;9.2;74.8;16.5;12.7;13.2;18.5;3.6;3.3;8.6
Airbnb;5;5.2;5.9;4.6;5.9;9.1;7.5;65;12.3;9.4;16.2;16.8;6.5;10.2;4
Airbnb;3.5;13.7;4.7;0.3;5.3;12.8;0.3;59.7;10.9;5.4;5.4;15.4;5.5;9.9;6.5
Airbnb;3.6;4.8;3.1;5.2;9.4;6.2;2.8;59.4;7.2;7.2;6.2;13.6;4.8;2.7;5.3
Airbnb;4.7;10.7;10.1;8.7;9.8;11.8;16.6;55.5;8.6;11.4;11.2;18.4;8.2;9.1;3.6
Airbnb;1.6;12.4;9;12.2;8.6;18.8;11.7;69.5;13.6;8.7;10.9;16.7;5;5.7;15.1
Airbnb;5.4;4.8;6.9;14.2;8.3;12.4;9.4;57.5;18.5;9;12.8;17.8;4.1;4;12.5
Airbnb;4.6;11.1;6.3;15.9;3.2;13.1;16.8;57.8;16.1;7.8;12.2;13.2;7.8;6.9;11.6
Airbnb;3.1;3.8;8.2;14.8;4.6;13.8;7.6;64.8;17.8;8.3;8.3;19.2;12.7;4.1;15.9
Airbnb;-1;14.1;11;5;11;5.8;4.5;60.6;13;5.8;1;17.8;8.3;2;10.2
Airbnb;-2.8;10.1;11.1;2.4;3;7.4;7.9;70.5;9.2;7.6;6.4;9.7;3.2;2.1;15.1
Airbnb;2.9;12.1;1.3;12.8;22.3;10.9;16.4;77.4;20.9;16.4;16.4;16.3;8.5;9.8;10.8
Airbnb;1;13.9;5.5;16.3;12.5;10.4;3.2;55.9;12;6.8;1;15.9;3;0;19.5
Airbnb;5.7;8.9;5.9;4.2;2.9;7.7;-0.6;70.8;19.3;12.2;14.6;20.1;13.6;4.2;18.5
Airbnb;5.8;10.3;12.4;7;12.4;8.7;11.4;47.7;7.9;9.7;11.6;18;9.3;8.6;4.8
Airbnb;1.1;4.4;8.4;4.2;12.2;10.6;11.4;69.4;5.7;7.1;9;10.6;5.6;2;12.6
Airbnb;-5.3;3.7;7.2;7.2;7.1;12.3;5.6;52.5;12.3;3.4;7.1;13.9;8.1;7.7;5.8
Airbnb;0.2;4.9;6;12.3;-3.1;13.4;9.8;57.5;15.1;8.6;8.2;17.1;10.1;1.4;13.1
Airbnb;0;1.6;-1;9.3;-5.9;11.4;6.4;70.3;14;11.8;13.3;18.1;8.9;4.8;13.7
Airbnb;10.3;11.3;3.9;14.9;15.1;13.6;15.5;65.2;21.7;13.1;17;22.5;12.6;3.7;17.2
Airbnb;1.6;8.5;6.4;7.9;8.7;14.7;9.2;64.2;14.4;14.4;14.1;19.9;9.2;10.5;7.2
Airbnb;9.1;17.3;14.9;16.6;23.7;13.8;12;67.3;13.4;16.2;13.1;22.2;11.7;7.4;8.5
Airbnb;2.7;9.3;11.2;11.4;10.9;4.9;9;65.7;9.7;2.4;1;18.3;7.2;1.5;5.9
Airbnb;11;4.1;12;8.9;7.6;15.9;15.6;68.9;19;10.4;14;26;12.3;7.4;18.5
Airbnb;-3;1.1;0.2;8.4;-2.9;3;7;60.4;13.2;8.6;5.3;13.1;4.7;0.9;8.2
Airbnb;1.1;3.3;2.2;8.2;12.8;11;7.9;65.4;19.1;5.8;8.8;24.7;6.5;3.9;13
Airbnb;5.6;8.9;6.5;3;3;3.9;1;59.7;7.2;3.4;4.8;10.5;4.2;6.3;7
Airbnb;1.4;12;11.8;15.1;15;18.4;9.7;62.8;16.2;6.7;11.3;19.6;11.1;7.7;15.8
Airbnb;4.6;21.5;22.4;21;9.7;16.6;13;74.7;12.9;18.7;16;22;13.5;12.6;16.1
Airbnb;3.4;10.6;11;14.1;13.7;14.2;13.2;75.8;31.1;15.9;15.9;23.2;12.7;11.1;11
Airbnb;3.6;8.2;-6.1;13.9;5.5;10;1.5;69.8;20.4;11;7.2;19.5;10;5.6;17
Airbnb;13.4;9.2;2.6;6.1;8.5;6.6;16.8;65.4;19.9;7.9;10.7;18.5;12.9;6.6;9.7
Airbnb;3;11.6;16;16.7;11.5;7.9;11.6;72.9;11.1;4.7;7.6;21.1;4.7;1.9;12.6
Airbnb;8.1;12.8;2.6;14;8.2;10.3;8.8;70.2;12.4;11.1;9.4;21.1;11.9;2;10.6
Airbnb;12.9;15.7;13.5;9.6;11;12.2;14.7;70;22.6;7.5;16.4;18.5;7.4;2.6;18.7
Airbnb;12.5;20.6;12.1;15.9;14.8;9.2;15.5;65.3;16.7;7.9;11.3;24.1;9.6;0;16.5
Airbnb;3.3;11.9;8.2;13;6.3;3.1;2.4;62.1;15.9;10.2;5.6;17.4;6.6;3.1;9.1
Airbnb;-3.9;13.9;15.9;13;11.1;19.8;18.5;67.3;7;11.4;12.4;22.2;10.9;12.4;13.3
Airbnb;4.8;13.4;11.9;10.8;19;9.2;12.8;54;13.9;8.8;10.4;12.3;5.5;4.5;14
Airbnb;0.5;21.2;8.1;15.1;13.7;18.2;18;68.5;22.4;8.1;13.9;20;5.8;7.6;20.2
Airbnb;9.9;15;8.7;10;8.9;11.1;1.1;74.5;20.8;14.6;14.7;20.9;9.2;4.7;17
Airbnb;6.7;15;12.4;5.7;0.5;14.9;11.2;73.3;22.8;12.3;11.3;21.4;12.8;2.2;18.8
Airbnb;8;7.9;6.9;11.3;10.6;8.3;14.8;53.5;13.8;8.8;14.2;13.2;5.4;6.4;3.9
Airbnb;-8.3;9.9;15.6;14.4;1.1;14.3;16.1;60.8;17.9;6.3;8.3;19.6;3.7;3.3;18.5
Airbnb;7.1;3.8;11.9;14.8;13.9;7.5;7.3;63.7;15.9;6.7;5.2;17.2;2.8;1.8;12.1
Airbnb;19.7;10;4;11.7;4.4;16.9;7.4;71.7;21.6;10.9;11.3;24.8;9.8;8;13.5
Airbnb;-3;8.3;8.3;5.7;8.3;16.7;8.6;68.3;14.4;6.9;3.4;17;12.1;6.9;12.1
Airbnb;5.8;7.7;6.6;9.4;7.5;17.3;8;69.1;9.3;10.2;13;27.3;16.7;11.5;10.4
Airbnb;11.4;12.4;13.5;8.2;8.9;8.9;13.1;53.2;13.1;12.6;7.2;14;5;7.2;1.7
Airbnb;0.4;3;3.8;2.4;10.3;11.4;4.1;68.2;15.2;7.4;11.2;18.6;15.6;8.5;12.2
Airbnb;3.9;17.8;17.4;18.3;14.7;13.5;13.3;68.8;13.5;11.2;13.2;27.5;14.8;5.9;16.6
Airbnb;8.5;10.2;2.1;6.6;0.2;9.5;2.5;55.2;17.4;5.1;16.9;12.8;11.7;6.4;9
Airbnb;2.1;8.8;3.9;10;5.1;8.6;8.8;60.3;12;9.5;7;11.2;3.7;2.8;7.6
Airbnb;5.6;17.8;15;22.8;17.5;13.2;18.8;70.8;16.6;13.8;9.7;19.1;2.5;6.3;7
Airbnb;4.6;16.7;13.7;22;7.8;20.6;14.6;68.9;17.5;8.7;15.5;31.5;8.9;12.6;17.9
Airbnb;7.5;14.6;14.9;13.7;13.4;14.8;12.9;66.2;15.7;10.5;6.4;21.4;6.8;1;19.3
Airbnb;3.6;2.5;12.6;11.7;8.1;10.9;4.9;75.2;26.6;13.1;17.7;26;10.1;8.4;16.1
Airbnb;-2;-0.2;10.5;15;19.9;9.3;14.5;83.4;17.6;12.2;16.5;24.9;11.7;3.4;19.5
Airbnb;3.9;7;5;4;6;18.2;17.7;63.4;7.9;9.3;11.4;17.3;6.8;9.4;13.2
Airbnb;0;20.1;12;26.3;18.6;5;8.9;73;15.4;7.5;8.4;14.4;10.6;5.4;14.8
Airbnb;4.6;19;12.6;5.8;9.7;16;20.1;75.3;17.6;8.8;14.3;27.3;17.3;8.7;21.7
Airbnb;8.1;29.6;19.3;29.7;32.1;21.1;31.6;70;10.2;12.4;11.3;30.8;5;15.3;15.4
Airbnb;10.8;16.2;11.7;5.4;21.7;11.7;28.8;72.9;10.8;16.2;22.5;27.9;10.8;0;18
Airbnb;8.1;9.3;12.7;18.9;6.2;11.8;14;58.2;14;9;9.9;23.7;12.7;6.6;7.5
Airbnb;-0.4;11.3;8.4;8.4;7.5;7.4;10.8;55.5;20.1;8.8;11.7;14.5;5.9;5;7
Airbnb;-5.9;5.4;8.7;10.2;5.9;20;7.8;68.2;20.9;8.7;16;26.5;8.4;8.7;15.2
Airbnb;3.3;14.2;10.3;10.7;6.8;11.5;13.1;65.4;14.7;11.7;11;20.5;11.9;5.4;11.8
Airbnb;9.2;18.7;16.6;12.5;14.5;16.5;18.7;63.7;11.4;7.2;12.5;21.8;8.3;6.2;14.3
Airbnb;5.4;12.9;13.3;10.1;8.8;15;15.3;74.4;17.4;12.9;12.4;17.8;5;9.2;12.6
Airbnb;3.1;8.5;11.6;14.5;14.4;10.4;14.4;57.7;18.3;5.7;15.4;18.9;6.6;2.8;15.9
Airbnb;15.9;17.1;16.9;13.9;16.8;16.8;12;66.8;19.9;19.1;21.1;21.8;14;13;9.9
Airbnb;3.1;1.9;8.2;12.8;10.3;13.7;6.4;64.7;22.5;22;21.5;19;7.6;6.9;13.1
Airbnb;11;9.7;14.2;9.5;10.3;11;7.7;64;26.2;4.2;8.9;19.5;9.6;4.4;12.8
Starbucks;5.6;17.4;26.3;-20.1;10.5;21.6;3.6;91.3;25.5;26.5;27.3;28.8;6.9;21.6;39.4
Starbucks;7.1;10.6;26.8;-9.9;9.7;18;13.2;83.8;20.8;18.6;12.5;23.2;10.4;16.2;37.1
Starbucks;4.5;12.3;14.3;-25;-8.2;3.7;3.4;87.7;22.6;18.4;22.9;16.8;7.3;18.8;44.1
Starbucks;-1.5;20.7;18.5;-17.1;6.3;22.6;18.7;92.4;24.3;22.2;18;26.6;9.1;26.4;37.3
Starbucks;6.7;9.7;28.7;-8;6.7;16.3;8.2;85.9;27.4;19.9;17.8;25.8;8.8;16.3;31.4
Starbucks;3.2;9;17.8;-15.3;-1.4;20.3;-1.2;78.3;27.5;16;26.7;22;9.4;21.1;31.6
Starbucks;-11.9;-6.4;9.6;-26.4;-3.7;14;-3.2;93.8;36.3;26.2;31.3;22.2;10.5;17.8;46.4
Starbucks;-2.5;12.4;28.9;-9.5;11.8;21.4;11.4;91.2;38.1;24.6;26.4;26;11.5;20;46.2
Starbucks;-6.8;12.4;22.1;-20.1;9.2;7;-1.2;91;37.4;30.3;29.8;22.1;9.2;16.3;44.2
Starbucks;-6.6;5;21.8;-19;-5.5;14;-1.2;95.2;29.6;24.8;24.7;25.7;13.1;17.9;41.3
Starbucks;4.7;18;31.7;-17.4;3.5;21.8;12.4;90;36.3;25.5;29.3;32.9;15.8;26;33.3
Starbucks;1.8;14.5;27.8;-20;7.5;13.6;9.6;87.7;36.8;26.8;22.7;24.2;10.9;18.4;40
Starbucks;-0.4;5.9;13.7;-22.7;-3.4;13.8;-0.6;87.8;26.4;22.1;19.5;19.7;6.8;15.6;45.5
Starbucks;1.2;-6.9;14.1;-23.1;-6.4;14.8;-5.3;88.5;33.8;17.1;23.7;25.2;13.9;17.1;31.4
Starbucks;17.6;24.6;32.1;-4.9;20.5;17.8;20.2;89.7;36.2;32.1;31;37.1;21;28.3;32.4
Starbucks;-4.1;4.3;20;-32.6;7.9;24.7;1.9;92.5;23.2;16.2;19.8;20.9;11.1;16.1;36.9
Starbucks;0.1;15.3;28.7;-13.5;19.3;19.9;11.8;90.1;32.2;23.1;27.9;28.5;19.5;21.4;38.7
Starbucks;5;14.5;20.6;-15.3;7.1;16.3;5.8;87;32.1;25.8;29;22.9;8.3;15.7;39.5
Starbucks;-5;15.4;23;-13.3;7.3;15.4;11.6;89.1;32.4;18.7;22.6;29.7;13.3;27.5;34.4
Starbucks;-4.4;9;15.5;-24;0.9;9.7;1.9;92.7;30.1;14.7;17.2;20.1;11.7;24.9;36.1
Starbucks;8.4;8.6;25;-9.4;17.5;17.5;10;82.3;25.7;23.9;19.4;29.4;12.9;24.4;28.5
Starbucks;4.5;17.8;29.9;-14.3;16.6;33.7;7.3;95.6;27.4;25.5;29.6;30.5;11.6;25;45.6
Starbucks;12.9;14.1;22.1;-6.3;13.2;23;11.4;81.2;25;19.8;17.9;24.8;12.6;16.9;43.1
Starbucks;7.1;17.6;26.4;-21.6;6.8;18.5;6.6;84.2;25.1;25.1;17.3;24.7;17.5;18;36.6
Starbucks;-0.1;14.5;26.1;-15.3;10.8;15.1;-0.6;85.5;15.9;12.4;13;23.8;15.3;14.9;34.8
Starbucks;11.9;19;30.7;-13.3;17.6;17.1;12;85.6;32.6;20.2;24.7;33;15.4;23.6;32.9
Starbucks;4.7;2.2;15.5;-24;-2.4;16.6;-3.1;85;21.1;20;24.9;21.2;6.4;21.2;41.5
Starbucks;16;17.4;25.6;-7.9;25.1;21.9;12.9;88.7;30.1;18.5;24.8;31.1;13.9;15.9;36
Starbucks;7.6;9.8;15.4;-19;7.2;12;6.7;83.3;17.5;19.2;20.4;20.1;12.7;17.1;35.3
Starbucks;14.2;12.3;27.6;-12.7;8;17.7;0.6;90;29.8;16.1;27;34.4;14.9;24.9;36.6
Starbucks;0.3;5.2;14.4;-16.1;0.1;13.3;0.1;85.1;18.5;14.4;12.4;23.2;10.9;15.3;36.9
Starbucks;2.5;17.3;24.1;-12.7;9.8;18.8;13.4;89.3;27.8;27.9;25.2;21;12.7;20.1;35.6
Starbucks;8.4;25.5;29.4;-8.4;12.9;32.5;18.9;88.9;23.4;29.1;25.7;33.2;14;25.3;35.3
Starbucks;2.4;12.2;17.3;-27;9;17.4;2.3;87.5;27;20.2;17.8;20.5;8.5;15.8;47.5
Starbucks;-1.2;6.7;18.6;-14.9;6.5;11.9;8.5;87.5;24.4;20.8;17.5;22.9;13.9;14.5;47.9
Starbucks;7.3;19.8;25.4;-16.9;13.1;22.2;14.7;94.1;27.3;16.9;22.3;27.1;15.2;17.1;44.6
Starbucks;9.6;11.3;21.5;-14;2.5;17.8;11.4;96.1;38.1;21.4;23.3;33.6;24.1;16.6;42.4
Starbucks;12.7;18.1;23.6;-6.6;13.1;16.4;6.1;89.1;34.7;27.4;27.6;33;20.2;21.3;41.8
Starbucks;3.5;26.4;28.1;-11.2;7.9;25.3;11.2;87.5;23.1;19.1;20.3;27;14;22.4;38.3
Starbucks;8.2;18.6;32.8;-18.4;9.5;27.2;12.4;87.9;26.9;26.2;16.7;23.9;10.5;13.1;51.5
Starbucks;5.7;4.8;11.4;-27.8;-5.4;13.8;3.7;82.9;32.3;20;25.2;25.1;17.1;20.7;36.9
Starbucks;-0.8;18.9;30.1;-17.8;15.2;23;4.6;93.3;38.3;35.5;32;35.4;16.4;24.5;40.3
Starbucks;12.5;20.2;26.8;-2.8;19.6;24.1;17.5;85.6;26;22.4;20.3;27.7;11.5;15.2;29.7
Starbucks;8.2;12.4;19;-16.7;4.4;18.3;6.4;83.1;24.3;21.9;18.1;26.7;11.9;23.2;32.5
Starbucks;0.1;-3.4;13.6;-13.2;14.5;12.5;-1.5;95.1;32;22.3;22.1;23.7;10.7;18.5;42.4
Starbucks;8.6;20.4;26;-13.5;8.4;23.8;8.7;84.5;19.3;26.3;19.4;19;6.9;18.8;33.6
Starbucks;0.9;17.8;20.7;-16.2;8.9;18.1;16.1;79.7;21.7;17.5;20.3;26.8;10.4;20.7;38.8
Starbucks;11.2;19.5;25;-18.9;18;20;19.4;90.4;28.3;31.2;23.1;30.1;19.6;25;40.3
Starbucks;9.3;16.8;25.4;-20.6;10.3;20.8;8.1;92.6;36.8;29.8;29.2;27.9;14.8;25.5;37.4
Starbucks;6;7.4;18.5;-13.6;1.5;9.8;4;91.5;33.9;24.5;17.9;27.8;10.2;23.8;34.4
Starbucks;6.7;14.4;35.9;-19.7;9.7;16.3;3.5;92.1;25.4;22.6;26.2;23.8;14.1;18.5;45.8
Starbucks;8;13.4;30.6;-12.1;11.2;24.3;8.3;89.4;28;22.6;17.3;30.3;12.7;19.6;39.2
Starbucks;11.3;16.4;26;-21;14.5;26.1;12.2;92.6;32.5;30;31.1;31.9;16;27.5;42
Starbucks;12.7;6.2;23.2;-13;12;21.7;11.1;90.1;36;25.8;30.3;33.4;10.5;21.7;43
Starbucks;7.7;6.1;22;-10.6;4.6;15.5;2.9;86.6;28.5;25.7;23.8;27.5;9.6;19.9;33
Starbucks;6.6;17;29.5;-13.5;4.8;35.3;11;94.7;27.1;24.5;31.3;36.5;23.4;30.8;38.8
Starbucks;-5.1;8.3;18.3;-22.1;-4.8;7.4;-1.5;80;20.1;12.9;13.8;24.5;13.3;14.4;44.4
Starbucks;7.6;21.6;31.7;-10.9;13.6;28;13.6;90.2;21.3;21.9;19.3;29;17.9;24.1;37.4
Starbucks;11.3;17.6;27.4;-14.8;14.9;19.3;12;93;30.3;32.8;27.9;29.4;19.3;22.1;41.4
Starbucks;8.5;16.1;25.6;-12.4;9.8;26.4;16.2;89.4;29.6;37.5;32.4;34.4;16.8;28.1;35.1
Starbucks;1.1;5.2;22.2;-22.9;9.6;10.8;0.9;78.2;17;19.9;25.6;24.5;16.9;21.3;31.6
Starbucks;16.4;20.1;23.7;-12.2;17.4;22.8;16.1;91;28.2;31.8;23.3;30.1;14.3;23.1;41.3
Starbucks;3.5;9.9;21.5;-17.6;-1.2;18.1;5;91.4;29.6;23.3;27.1;21.1;10.5;20.7;43.2
Starbucks;19.4;26.2;38.1;-16.5;13.7;26.4;27.6;89;33;29;33.9;37.9;21.2;28.1;37
Starbucks;-2;13.9;24.2;-15.6;4.9;14.1;3.1;85;20.1;19.7;20.3;21.2;8.2;13.7;39.6
Starbucks;18.2;25.6;32.3;-10;18.1;31.8;16.8;86.6;25.8;19;26.7;29.3;13.3;27.4;28.6
Starbucks;11;22.9;22;-19.5;5.1;17.4;8.7;83.5;29.3;25.8;24.3;29;12.2;20.5;36.5
Starbucks;7.9;17.5;25.4;-2.8;8.1;24.8;11.5;86.3;29.5;30.2;27.9;30.4;18.5;17.5;38.4
Starbucks;10;25.9;34.3;-7.2;17.1;28.9;23.2;91.9;28.3;24.8;30.1;27.3;15.9;26;41.9
Starbucks;14.8;14.9;26.8;-12.2;13.8;20.2;8.5;87;28.9;28.8;26.2;26.7;15;25.1;34.9
Starbucks;6.5;23.1;35.6;-11.3;13.8;35.7;19.8;86.6;29.6;33;29.2;39.7;16.4;35.1;29
Starbucks;6.2;18.1;27.1;-13.3;1.2;24.5;17.4;89.4;39.8;33.6;23.3;31;18.9;18.5;42.9
Starbucks;9.3;16;33;-13.9;15.8;19.3;11;89;23.9;26.5;31.8;31;14.5;33.5;33.2
Starbucks;10.2;30.5;42.2;-2;23.5;34.2;22.7;89.1;25;30.6;19.8;25.4;10.3;26.4;35.4
Starbucks;13.2;26.9;37.6;-6.5;25.3;35.3;18.8;92.6;25.6;25.9;23.3;30.9;16.5;24.7;39.4
Starbucks;7;25.9;36.8;-17.3;6.9;20;16.2;91.7;17.9;21.7;25;25.9;9.9;22.7;42.4
Starbucks;12.5;15.3;29.6;-4;29;26.8;11.9;91;26.3;33.6;19;33.3;23.9;23;41.2
Starbucks;4;10.2;21.8;-11.3;14.7;21;9.1;89.7;35.4;29.9;28.2;29.7;14.1;22.2;39.1
Starbucks;7;9.9;23.8;-16.6;6.9;13.7;9.1;92.2;32.8;25;24.6;30.6;11.2;24;44.7
Starbucks;-3.9;8.5;26.1;-9.5;7.1;12.9;15.4;89.2;23.8;27.7;20.6;26.1;11.1;20.5;35.1
Starbucks;14.8;17.8;33.9;-13.6;16;18.1;12.8;85.9;32.4;26.8;28.4;25.6;15.2;23.6;32.5
Starbucks;2.8;6.3;13.6;-10.1;8.9;3.4;2.6;74.6;18.4;13.9;13.9;21.3;6.7;13.3;38.4
